text,label,score,start,end,source
"Now, however, spurred by the booming market for vintage timepieces — not to mention skyrocketing prices and scarce availability for marquee brands such as Rolex, Audemars Piguet and Patek Philippe — watch enthusiasts are increasingly setting their sights on what William Rohr, the New York-based founder of the boutique watch brand Massena LAB, called “the dead brands society.”",Rebuttal,0.6012114882469177,1417,1795,watches-obscure-brands-switzerland
"A short list of members might include Eterna, an early leader in manufacturing automatic movements; Mathey-Tissot, a chronograph specialist founded in 1886 in the Swiss Jura region; Enicar, a 20th-century maker of rugged sport watches famed for its Sherpa series; and Universal Genève, the brand whose Polerouter model gave the celebrated designer Gerald Genta his start.",Evidence,0.983537495136261,1795,2166,watches-obscure-brands-switzerland
"“There’s a certain nostalgia for these brands because they don’t exist anymore,” Mr. Rohr said. (He, too, is a fan: In 2020, Massena LAB introduced a chronograph called the Uni-Racer, an homage to the Uni-Compax “Big Eye” model made by Universal Genève in the mid-1960s.)",Evidence,0.9223815202713013,2166,2437,watches-obscure-brands-switzerland
"Cameron Barr, founder and chief executive of Craft & Tailored, a vintage watch dealer in Los Angeles, said the “bump in interest” in some long-forgotten makers was a reflection of their timeless designs as well as their accessibility, both in terms of pricing and availability.",Evidence,0.7961691617965698,2437,2714,watches-obscure-brands-switzerland
"As an example, he referred to the Swiss brand Nivada Grenchen: “They possess that classic late ’60s-’70s sport watch design that’s evergreen,” Mr. Barr said. “Most of these watches sit between $3,500 and $6,500, depending on movement. They’re not cheap, but they’re also not $25,000. You can have fun with it, not be so serious.”",Evidence,0.9935217499732971,2714,3043,watches-obscure-brands-switzerland
"Now, partly owing to their popularity on Instagram, some vintage models from obscure brands have the potential to “catch fire and spike in value, like a lesser stock on Nasdaq,” said Eric Wind, a vintage watch dealer based in Palm Beach, Fla.",Evidence,0.5217013955116272,3043,3285,watches-obscure-brands-switzerland
"“With Universal Genève, there were watches that were trading for $3,800, but three years later were trading for $40,000,” he added.",Evidence,0.5953447222709656,3285,3416,watches-obscure-brands-switzerland
"Even Z.R.C., the little-known brand that Mr. Heileson began to collect, has seen its vintage watches rise in value: For example, a Z.R.C. Securicode model from the early 1960s that likely retailed for less than $100 sold for a total of 35,750 euros ($40,575), including fees, at an online auction in November 2020.",Evidence,0.985577404499054,3416,3730,watches-obscure-brands-switzerland
"A common misconception among would-be buyers of older brands is that the timepieces are difficult to service. “But in fact, many of these watches use the exact same chronograph movements as in the Rolex Daytona, the Valjoux 72, so it’s just as easy to service,” Mr. Wind said.",Counterclaim,0.462527871131897,3730,4006,watches-obscure-brands-switzerland
"If brands were using the same movements, why did some makers triumph and others collapse? Nicholas Manousos, executive director of the Horological Society of New York, said it “boils down to fashion and marketing.”",Evidence,0.750683069229126,4006,4220,watches-obscure-brands-switzerland
"“Every mechanical watch has a barrel, a gear train that you wind up, an escapement, a balance wheel and, on the dial, some hands to tell the time,” Mr. Manousos said. “On top of that, you have to tell some sort of marketing story so that people want to buy it.”",Evidence,0.9553447365760803,4220,4481,watches-obscure-brands-switzerland
"Another reason some brands stumbled, said Nathalie Wheldon, owner of Hovigs Supply House, a Los Angeles-based supplier of watch components, has to do with the way they positioned themselves in the years just before quartz watches began flooding the market.",Evidence,0.41858693957328796,4481,4737,watches-obscure-brands-switzerland
"“Brands that focused on watches for the masses were the ones that got eaten up the most — because that’s what quartz did, it made owning a watch much more democratic,” she said.",Evidence,0.5557833313941956,4737,4914,watches-obscure-brands-switzerland
"In a sign that history really does come full circle, some entrepreneurs are now trying to reinvent brands that faltered in the 1970s — as mechanical watchmakers for the masses.",Claim,0.5333474278450012,4914,5090,watches-obscure-brands-switzerland
"Guillaume Laidet is chief among them. The Paris-based entrepreneur is working with three brands on ambitious comeback efforts. In 2018, he teamed with the Hong Kong-based Montrichard Group to acquire the rights to the Nivada Grenchen logo and name from a Mexican company, Grupo Industrial Omega SA de CV.",Evidence,0.9887765049934387,5090,5394,watches-obscure-brands-switzerland
"Two years later, he and his partners at the French-owned Korius Group bought the Swiss movement maker Excelsior Park from the retailer Tourneau. And in November, he began consulting with the Promobe group in Luxembourg to oversee the rebirth of Vulcain, whose Cricket alarm watch earned the nickname “The President’s Watch” because many American presidents have owned one.",Evidence,0.9859799742698669,5394,5766,watches-obscure-brands-switzerland
"Mr. Laidet said he wanted to produce affordable modern collections for each label, centered on unabashed re-creations of their best sellers. “It’s easier to take a brand that already has a cool history than to create your own brand,” he said on a recent phone call. (Indeed, Mr. Laidet’s title at Nivada Grenchen is “co-refounder” and chief brand officer.)",Evidence,0.9811211228370667,5766,6122,watches-obscure-brands-switzerland
